slug,short_name,full_name,logo_status,logo,source_page,source_url,review_note
"cma-final","CMA Final","Cost and Management Accountancy Final Examination","official_source_reviewed","/exam-logos/official-v1/b36767e465c7eb57d33a23b5.webp","https://icmai.in/ClntStudents/UpdateandAnnouncements","https://dwpivt501gtb6.cloudfront.net/upload/images/4a60e0c8-5035-4a7f-98d5-a308dcb183fc.svg",""
"cma-foundation","CMA Foundation","Cost and Management Accountancy Foundation Examination","official_source_reviewed","/exam-logos/official-v1/b36767e465c7eb57d33a23b5.webp","https://icmai.in/ClntStudents/UpdateandAnnouncements","https://dwpivt501gtb6.cloudfront.net/upload/images/4a60e0c8-5035-4a7f-98d5-a308dcb183fc.svg",""
"cma-intermediate","CMA Intermediate","Cost and Management Accountancy Intermediate Examination","official_source_reviewed","/exam-logos/official-v1/b36767e465c7eb57d33a23b5.webp","https://icmai.in/ClntStudents/UpdateandAnnouncements","https://dwpivt501gtb6.cloudfront.net/upload/images/4a60e0c8-5035-4a7f-98d5-a308dcb183fc.svg",""
"cmat","CMAT","Common Management Admission Test (CMAT)","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"cmi-entrance","CMI Entrance Exam","Chennai Mathematical Institute Entrance Examination","official_source_reviewed","/exam-logos/official-v1/9177eecf088d56805807afac.webp","https://www.cmi.ac.in/admissions/","https://www.cmi.ac.in/pix/cmi-header.png",""
"cmruat","CMRUAT","CMR University Admission Test","official_source_reviewed","/exam-logos/official-v1/195f05e24a243556e29b8ccc.webp","https://www.cmr.edu.in/","https://cmr.edu.in/wp-content/uploads/2026/03/CMR-NAAC-LOGO-small.png",""
"tnpsc-ces","TNPSC CES","Combined Engineering Services Examination","official_source_reviewed","/exam-logos/official-v1/20bccd993c9904b728049791.webp","https://www.tnpsc.gov.in/","https://www.tnpsc.gov.in/English/images/TNPSC-logo.jpg",""
"cpnet-ug","CPNET UG","Combined Pharamcy and Nursing Entrance Exam","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/73/7381275d0f10b11cd96de2d3b84db1907b8f964308b79bd6605c64deb259b413.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/73/7381275d0f10b11cd96de2d3b84db1907b8f964308b79bd6605c64deb259b413.webp",""
"comedk","COMEDK UGET","Consortium of Medical, Engineering and Dental Colleges of Karnataka Undergraduate Entrance Test","official_source_reviewed","/exam-logos/official-v1/b389f3d095c2202e7f15fe26.webp","https://comedk.org/about-uget-and-notification-2026","https://www.comedk.org/assets/images/logo.jpg",""
"cee-ampai-wb","CEE AMPAI WB","Common Entrance Examination Association of Minority Professional Academic Institutes WB","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/d3/d31b398881d1561bdbe82c1b130c364094bfe53b36a446f9ba131f44ce65998a.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/d3/d31b398881d1561bdbe82c1b130c364094bfe53b36a446f9ba131f44ce65998a.webp",""
"csir-ugc-net","CSIR UGC NET","Council of Scientific and Industrial Research National Eligibility Test","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"cs-executive","CS Executive","Company Secretary Executive Programme Examination","official_source_reviewed","/exam-logos/official-v1/115cec1b7e0e6a7c0cb8c513.webp","https://www.icsi.edu/","https://www.icsi.edu/logo_full.png",""
"cs-professional","CS Professional","Company Secretary Professional Programme Examination","official_source_reviewed","/exam-logos/official-v1/115cec1b7e0e6a7c0cb8c513.webp","https://www.icsi.edu/","https://www.icsi.edu/logo_full.png",""
"cseet-icsi","CSEET","Company Secretary Executive Entrance Test","official_source_reviewed","/exam-logos/official-v1/115cec1b7e0e6a7c0cb8c513.webp","https://www.icsi.edu/","https://www.icsi.edu/logo_full.png",""
"ctet","CTET","Central Teacher Eligibility Test","official_source_reviewed","/exam-logos/official-v1/77b9d5c97540c0cb626e8fe6.webp","https://ctet.nic.in/","https://cdnbbsr.s3waas.gov.in/s3443dec3062d0286986e21dc0631734c9/uploads/2023/03/2023032156.png",""
"cucet-chandigarh","CUCET","Chandigarh University Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/9e4363e145f4696d21687755.webp","https://cucet.cuchd.in/chandigarhuniversityadmissions/index.aspx","https://cucet.cuchd.in/chandigarhuniversityadmissions/assets/img/cucet-logo.webp",""
"cuee","CUEE","Centurion University Entrance Examination","official_source_reviewed","/exam-logos/official-v1/a5c1d639dfb3e1f823027b6e.webp","https://cutm.ac.in/admission-process/","https://cutm.ac.in/wp-content/themes/centurion/images/logo.svg",""
"cuet-2026","CUET UG","Common University Entrance Test (UG)","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"cuet-pg","CUET PG","Common University Entrance Test (Postgraduate)","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"cusat-cat","CUSAT CAT","Cochin University of Science and Technology Common Admission Test","official_source_reviewed","/exam-logos/official-v1/3ab3bd2515bd8743b6c11c5e.webp","https://admissions.cusat.ac.in/","https://admissions.cusat.ac.in/imageweb/cusatgeorgiafont.png",""
"duet","DUET","Delhi University Entrance Test","official_source_reviewed","/exam-logos/official-v1/a0a76d637f00587bc9492e36.webp","https://admission.uod.ac.in/","https://admission.uod.ac.in/userfiles/images/logo_du.png",""
"du-jat","DU JAT","Delhi University Joint Admission Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/64/64716a7fae1d8a5bac8cb8a88b70f2d7fcccf9329da525c94cb7392f8686f92e.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/64/64716a7fae1d8a5bac8cb8a88b70f2d7fcccf9329da525c94cb7392f8686f92e.webp",""
"dnb-pdcet","DNB PDCET","Diplomate of National Board Post Diploma Centralized Entrance Test","official_source_reviewed","/exam-logos/official-v1/32397b7a8d5ea2f2b9c04e3f.webp","https://natboard.edu.in/viewnbeexam?exam=pdcet","https://natboard.edu.in/tasveer/nbenewlogo.png",""
"dr-b-r-ambedkar-open-university","BRAOU","Dr. B.R.Ambedkar Open University","official_source_reviewed","/exam-logos/official-v1/a8ad3e0ef4bbad10c5ec8eed.webp","https://www.braouonline.in/MISC/UGPGProspectus.aspx","https://www.braouonline.in/Images/BRAOU_NEWLOGO.png",""
"dsat","DSAT","Dayananda Sagar Admission Test","official_source_reviewed","/exam-logos/official-v1/982a4ba07e2cef32102188b6.webp","https://www.dsu.edu.in/admission","https://www.dsu.edu.in/templates/sj_university2/images/styling/default/logo.png",""
"fddi-aist","FDDI AIST","Footwear Design and Development Institute All India Selection Test","official_source_reviewed","/exam-logos/official-v1/e9b80142ca591d20dfa10819.webp","https://fddiindia.com/admission-process","https://fddiindia.com/img/logo-FDDI2026.png",""
"fet-nbems","FET","Fellowship Entrance Test","official_source_reviewed","/exam-logos/official-v1/32397b7a8d5ea2f2b9c04e3f.webp","https://natboard.edu.in/viewnbeexam?exam=pdcet","https://natboard.edu.in/tasveer/nbenewlogo.png",""
"ftii-jet","FTII JET","Film and Television Institute of India Joint Entrance Examination","official_source_reviewed","/exam-logos/official-v1/7ed753c1d5849393df8d2133.webp","https://ftii.ac.in/admission","https://ftii.ac.in/api/serve/2026/03/20/logo_for_website_final_jpg_1774010867_702441be.jpeg",""
"fmge","FMGE","Foreign Medical Graduate Examination","official_source_reviewed","/exam-logos/official-v1/32397b7a8d5ea2f2b9c04e3f.webp","https://natboard.edu.in/viewnbeexam?exam=pdcet","https://natboard.edu.in/tasveer/nbenewlogo.png",""
"galgotias-engineering-entrance-exam","GEEE","Galgotias Engineering Entrance Examination (GEEE)","official_source_reviewed","/exam-logos/official-v1/21b0fad269835b8d04cd0972.webp","https://www.galgotiasuniversity.edu.in/","https://www.galgotiasuniversity.edu.in/public/uploads/media/6nEZgXfZAHbEKIvU1aAKQW4DT3BzKust4penCoJZ.png",""
"gat-b","GAT-B","Graduate Aptitude Test - Biotechnology","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"gate","GATE","Graduate Aptitude Test in Engineering","official_source_reviewed","/exam-logos/official-v1/5dd717c50f7b0c96668a1036.webp","https://gate2027.iitm.ac.in/","https://gate2027.iitm.ac.in/static/img/logos/GATE27_logo.svg",""
"gbpuat-entrance","GBPUAT Entrance","Govind Ballabh Pant University of Agriculture and Technology Entrance Examination","official_source_reviewed","/exam-logos/official-v1/7843b30590e714f69148a976.webp","https://www.gbpuat.ac.in/","https://www.gbpuat.ac.in/logo_src.png",""
"gitam-admission-test","GITAM GAT","GITAM Admission Test (GAT)","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/62/62cc1ec756db6fa84a460bf97910e047d99da4d70b812aac98fdfafbf6a3ff79.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/62/62cc1ec756db6fa84a460bf97910e047d99da4d70b812aac98fdfafbf6a3ff79.webp",""
"gitam-gat","GAT","GITAM Admission Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/62/62cc1ec756db6fa84a460bf97910e047d99da4d70b812aac98fdfafbf6a3ff79.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/62/62cc1ec756db6fa84a460bf97910e047d99da4d70b812aac98fdfafbf6a3ff79.webp",""
"gsat","GSAT","GITAM Science Admission Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/68/68a2de6118d0064d1b35fd562e184b6d4b010220ec7aceee3b3d7f003e393ee7.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/68/68a2de6118d0064d1b35fd562e184b6d4b010220ec7aceee3b3d7f003e393ee7.webp",""
"gcet","GCET (Goa CET )","Goa Common Entrance Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/f2/f2ef3e2513d737eb16376a10a9ea5eb4bc4bb1b0e44312096c6a877a4d6f98fe.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/f2/f2ef3e2513d737eb16376a10a9ea5eb4bc4bb1b0e44312096c6a877a4d6f98fe.webp",""
"gbpuat","GBPUAT","Govind Ballabh Pant University of Agriculture and Technology","official_source_reviewed","/exam-logos/official-v1/7843b30590e714f69148a976.webp","https://www.gbpuat.ac.in/","https://www.gbpuat.ac.in/logo_src.png",""
"gpat","GPAT","Graduate Pharmacy Aptitude Test (GPAT)","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"gpsc-class-1-2","GPSC Class 1-2","Gujarat Administrative Service Class-I and Gujarat Civil Services Class-I & II Competitive Examination","official_source_reviewed","/exam-logos/official-v1/c4bd9f8554eb665cea91aec5.webp","https://gpsc.gujarat.gov.in/","https://gpsc.gujarat.gov.in/images/Logo-GPSC.png",""
"graduate-management-admission-test","GMAT","Graduate Management Admission Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/62/6227292e39e110dbbad14adaf9f05ba8f0c06fbe836aae82a99196d1cffb2236.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/62/6227292e39e110dbbad14adaf9f05ba8f0c06fbe836aae82a99196d1cffb2236.webp",""
"gre","GRE","Graduate Record Examinations","official_source_reviewed","/exam-logos/official-v1/bf164cb2f5870238acb13823.webp","https://www.ets.org/gre/test-takers/general-test/about.html","https://www.ets.org/content/dam/ets-org/Rebrand/Logos/GRE_purple_RGB.svg",""
"guee","GUEE","Galgotias University Entrance Examination","official_source_reviewed","/exam-logos/official-v1/21b0fad269835b8d04cd0972.webp","https://www.galgotiasuniversity.edu.in/","https://www.galgotiasuniversity.edu.in/public/uploads/media/6nEZgXfZAHbEKIvU1aAKQW4DT3BzKust4penCoJZ.png",""
"gset","GSET","Gujarat State Eligibility Test","official_source_reviewed","/exam-logos/official-v1/43ce0e42f21db16e6809a0c8.webp","https://www.gujaratset.ac.in/","https://www.gujaratset.ac.in/assets/images/skybluegset.png",""
"gujcet","GUJCET","Gujarat Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/8bb49f8ba87559d93fa099e5.webp","https://www.gseb.org/","https://www.gseb.org/assets/images/gseb-english-logo.png",""
"gndu-gmet","GNDU GMET","Guru Nanak Dev University Management Entrance Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/eb/ebdf13b4f69480e0f9d2e55667484730eec9b85a60927213c5c40865d7d6ac5f.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/eb/ebdf13b4f69480e0f9d2e55667484730eec9b85a60927213c5c40865d7d6ac5f.webp",""
"haryana-lateral-entry-entrance-test","Haryana LEET","Haryana Lateral Entry Entrance Test (LEET)","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/19/1913a66f971a6415b7bb64cb408a567ba1b53a4c30c366783c9166a9f22cdc83.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/19/1913a66f971a6415b7bb64cb408a567ba1b53a4c30c366783c9166a9f22cdc83.webp",""
"hp-b-sc-nursing-exam","HP B.SC NURSING EXAM","Himachal Pradesh Bachelor of Science in Nursing Entrance Test","official_source_reviewed","/exam-logos/official-v1/94a06ea3e55eaa5375456694.webp","https://amruhp.ac.in/","https://amruhp.ac.in/wp-content/uploads/2020/06/AMRU-Logo-New.jpg",""
"himachal-pradesh-polytechnic-admission-test","HP PAT","Himachal Pradesh Polytechnic Admission Test","official_source_reviewed","/exam-logos/official-v1/0ee415300fdccddcf768a8c7.webp","https://www.hptechboard.com/","https://www.hptechboard.com/images/logo.png",""
"hpu-mat","HPU MAT","Himachal Pradesh University Management Aptitude Test","official_source_reviewed","/exam-logos/official-v1/b05a19230531fd4046d60f4e.webp","https://www.hpuniv.ac.in/university-detail/management-studies-0/management-aptitude-test","https://www.hpuniv.ac.in/images/hpu_logo.svg",""
"hitseee","HITSEEE","Hindustan Institute of Technology and Science Engineering Entrance Examination","official_source_reviewed","/exam-logos/official-v1/cf30a007fad4edc0f880a99a.webp","https://hindustanuniv.ac.in/admissions-eligibility/","https://hindustanuniv.ac.in/assets/image/new-logo.svg",""
"ap-horticet","HORTICET","Dr YSR Horticultural University Horticulture Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/38de076598f25781c79433e4.webp","https://drysrhu.ap.gov.in/","https://drysrhu.ap.gov.in/assets/images/ap-logo_official.png",""
"hp-leet","HP LEET","Himachal Pradesh Lateral Entry Entrance Test","official_source_reviewed","/exam-logos/official-v1/0ee415300fdccddcf768a8c7.webp","https://www.hptechboard.com/","https://www.hptechboard.com/images/logo.png",""
"hp-pat","HP PAT","Himachal Pradesh Polytechnic Admission Test","official_source_reviewed","/exam-logos/official-v1/0ee415300fdccddcf768a8c7.webp","https://www.hptechboard.com/","https://www.hptechboard.com/images/logo.png",""
"hp-set","HP SET","Himachal Pradesh State Eligibility Test","unresolved","","","","HPPSC official site requires unsafe legacy TLS renegotiation; HTTP retry timed out. No security downgrade used."
"hpcet","HPCET","Himachal Pradesh Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/e379e733fb7f4dbf9b5d063c.webp","https://www.himtu.ac.in/","https://www.himtu.ac.in/themes/custom/university_theme/hptulogo.svg",""
"hpsc-hcs","HPSC HCS","Haryana Civil Services (Executive Branch) and Allied Services Examination","official_source_reviewed","/exam-logos/official-v1/6fa60278d81105e4e2e6a66b.webp","https://hpsc.gov.in/","https://hpsc.gov.in/portals/0/logo_2_0_0_1.png",""
"hssc-cet","HSSC CET","Haryana Staff Selection Commission Common Eligibility Test","official_source_reviewed","/exam-logos/official-v1/c5dff0f2ae667bf105fc7e86.webp","https://hssc.gov.in/","https://hssc.gov.in/images/logo.png",""
"ib-acio-executive","IB ACIO-II/Executive","Intelligence Bureau Assistant Central Intelligence Officer Grade-II/Executive Examination","official_source_reviewed","/exam-logos/official-v1/50a836c0ddeee59b69a2c75f.webp","https://www.mha.gov.in/","https://www.mha.gov.in/themes/custom/mhanew/images/emblem-dark.png",""
"ibps-csa","IBPS CSA","IBPS Common Recruitment Process for Customer Service Associates","official_source_reviewed","/exam-logos/official-v1/726bb8d844cfe9fb83a01aa8.webp","https://capp.ibps.in/","https://capp.ibps.in/assets/images/logos/logo.png",""
"ibps-po","IBPS PO/MT XVI","IBPS Common Recruitment Process for Probationary Officers / Management Trainees XVI","official_source_reviewed","/exam-logos/official-v1/726bb8d844cfe9fb83a01aa8.webp","https://capp.ibps.in/","https://capp.ibps.in/assets/images/logos/logo.png",""
"ibps-cwe-rrb","IBPS CWE RRB","IBPS Regional Rural Banks Common Written Test","official_source_reviewed","/exam-logos/official-v1/726bb8d844cfe9fb83a01aa8.webp","https://capp.ibps.in/","https://capp.ibps.in/assets/images/logos/logo.png",""
"ibps-rrb-office-assistant","IBPS RRB Office Assistant","IBPS CRP RRB Office Assistants (Multipurpose)","official_source_reviewed","/exam-logos/official-v1/726bb8d844cfe9fb83a01aa8.webp","https://capp.ibps.in/","https://capp.ibps.in/assets/images/logos/logo.png",""
"ibps-rrb-officer-scale-i","IBPS RRB Officer Scale I","IBPS CRP RRB Officer Scale I","official_source_reviewed","/exam-logos/official-v1/726bb8d844cfe9fb83a01aa8.webp","https://capp.ibps.in/","https://capp.ibps.in/assets/images/logos/logo.png",""
"ibps-so","IBPS Specialist Officer XVI","IBPS Common Recruitment Process for Specialist Officers XVI","official_source_reviewed","/exam-logos/official-v1/726bb8d844cfe9fb83a01aa8.webp","https://capp.ibps.in/","https://capp.ibps.in/assets/images/logos/logo.png",""
"ibsat","IBSAT","ICFAI Business School Aptitude Test","official_source_reviewed","/exam-logos/official-v1/e376f8e4b81b2c6d7f1c6df4.webp","https://www.ibsindia.org/","https://www.ibsindia.org/wp-content/uploads/2017/08/ibs_logo.png",""
"icai-intt-at","INTT-AT","ICAI International Taxation Assessment Test","official_source_reviewed","/exam-logos/official-v1/649fbabed304fc3696925969.webp","https://pqc.icaiexam.icai.org/","https://pqc.icaiexam.icai.org/images/logo.png",""
"icar-aice-jrf-srf-phd","ICAR AICE-JRF/SRF","ICAR All India Competitive Examination for JRF/SRF (Ph.D.)","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"icar-aieea-pg","ICAR AIEEA PG","ICAR All India Entrance Examination for Admission - Postgraduate","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"icmai-cat-part-i","CAT Part I","Certificate in Accounting Technicians Course Part I Examination","official_source_reviewed","/exam-logos/official-v1/b36767e465c7eb57d33a23b5.webp","https://icmai.in/ClntStudents/UpdateandAnnouncements","https://dwpivt501gtb6.cloudfront.net/upload/images/4a60e0c8-5035-4a7f-98d5-a308dcb183fc.svg",""
"ignou-bed-entrance","IGNOU B.Ed","Indira Gandhi National Open University B.Ed Entrance Test","official_source_reviewed","/exam-logos/official-v1/4fbb89660ef3569c6dd16fa9.webp","https://ignou-bed.samarth.edu.in/index.php","https://ignou-bed.samarth.edu.in/assets/f2c8eb3e/site_files/ignou_logo.png",""
"ignou-openmat-entrance-exam","IGNOU OPENMAT","IGNOU OPENMAT Entrance Exam","official_source_reviewed","/exam-logos/official-v1/4fbb89660ef3569c6dd16fa9.webp","https://ignou-bed.samarth.edu.in/index.php","https://ignou-bed.samarth.edu.in/assets/f2c8eb3e/site_files/ignou_logo.png",""
"iiith-leee","LEEE","IIIT Hyderabad Lateral Entry Entrance Examination","official_source_reviewed","/exam-logos/official-v1/3063ea03ccbe3497cb843f86.webp","https://pdm.iiit.ac.in/admissions/","https://pdm.iiit.ac.in/wp-content/themes/pdm/assets/img/iiit-logo.png",""
"iiith-pgee","PGEE","IIIT Hyderabad Postgraduate Entrance Examination","official_source_reviewed","/exam-logos/official-v1/3063ea03ccbe3497cb843f86.webp","https://pdm.iiit.ac.in/admissions/","https://pdm.iiit.ac.in/wp-content/themes/pdm/assets/img/iiit-logo.png",""
"iiith-ugee","UGEE","IIIT Hyderabad Undergraduate Entrance Examination","official_source_reviewed","/exam-logos/official-v1/3063ea03ccbe3497cb843f86.webp","https://pdm.iiit.ac.in/admissions/","https://pdm.iiit.ac.in/wp-content/themes/pdm/assets/img/iiit-logo.png",""
"ipmat-rohtak","IPM AT Rohtak","IIM Rohtak Integrated Programme in Management Aptitude Test","official_source_reviewed","/exam-logos/official-v1/4d0d046c1b9674a2d620a206.webp","https://iimrohtak.ac.in/","https://iimrohtak.ac.in/assets/images/iimrlogo3.png",""
"iiser-iat","IAT","IISER Aptitude Test","unresolved","","","","Current official admissions header is text-only. No common IAT mark verified; a single IISER campus crest would misrepresent the joint exam."
"iit-jam","JAM","Joint Admission Test for Masters","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/71/71ebd95df6ee76ae6db4c6f3ab69f1c9e89067d6775250659ca8fd24fd6ee035.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/71/71ebd95df6ee76ae6db4c6f3ab69f1c9e89067d6775250659ca8fd24fd6ee035.webp",""
"imu-cet","IMU CET","Indian Maritime University Common Entrance Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/67/674713e5cfe3e1b4bd70c3713a06a143022316eb8502e17525df31cf66ada625.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/67/674713e5cfe3e1b4bd70c3713a06a143022316eb8502e17525df31cf66ada625.webp",""
"indian-army-agniveer-cee","Indian Army Agniveer CEE","Indian Army Online Common Entrance Examination for Agniveer Recruitment","official_source_reviewed","/exam-logos/official-v1/e4bf5aef8311fbf81a48150f.webp","https://www.joinindianarmy.nic.in/","https://www.joinindianarmy.nic.in/writereaddata/Portal/Images/logo.png",""
"icar-aieea","ICAR AIEEA","ICAR All India Entrance Examination for Admission (AIEEA-PG)","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"iiad","IIAD","Indian Institute of Art and Design","official_source_reviewed","/exam-logos/official-v1/c52c82f0c9c7d5feda7cccee.webp","https://www.iiad.edu.in/","https://www.iiad.edu.in/wp-content/themes/iiad/asset/logo/iiad-logo.webp",""
"iift","IIFT","Indian Institute of Foreign Trade","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/62/62bb282338b8014c395b4c27de416f81c8d0fb7d2ef5baa23b67f433e5130e6f.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/62/62bb282338b8014c395b4c27de416f81c8d0fb7d2ef5baa23b67f433e5130e6f.webp",""
"iimc-entrance-exam","IIMC Entrance Exam","Indian Institute of Mass Communication's Entrance Exam","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/3a/3a0e5f1d043d26ef030a39a78426f359979b9e7ee7d272a9946c56a4e2e4db20.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/3a/3a0e5f1d043d26ef030a39a78426f359979b9e7ee7d272a9946c56a4e2e4db20.webp",""
"imucet","IMU CET","Indian Maritime University Common Entrance Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/67/674713e5cfe3e1b4bd70c3713a06a143022316eb8502e17525df31cf66ada625.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/67/674713e5cfe3e1b4bd70c3713a06a143022316eb8502e17525df31cf66ada625.webp",""
"indian-navy-agniveer-mr","Indian Navy Agniveer MR","Indian Navy Agniveer Matric Recruit Selection","official_source_reviewed","/exam-logos/official-v1/9d2997cae7ea437ade4cf1d1.webp","https://www.joinindiannavy.gov.in/","https://www.joinindiannavy.gov.in/images/octaginal-crest.png",""
"indian-navy-agniveer-ssr","Indian Navy Agniveer SSR","Indian Navy Agniveer Senior Secondary Recruit Selection","official_source_reviewed","/exam-logos/official-v1/9d2997cae7ea437ade4cf1d1.webp","https://www.joinindiannavy.gov.in/","https://www.joinindiannavy.gov.in/images/octaginal-crest.png",""
"indira-gandhi-rashtriya-uran-akademi-igrua","IGRUA","Indira Gandhi Rashtriya Uran Akademi (IGRUA)","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/89/891d270ac954d1882bc6a5a066ca22cfe36da29ad87fb5ede7f274e588b6acd6.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/89/891d270ac954d1882bc6a5a066ca22cfe36da29ad87fb5ede7f274e588b6acd6.webp",""
"iilet","IILET","Indore Institute of Law Entrance Test","official_source_reviewed","/exam-logos/official-v1/0fb2a208f5b642d5737df44b.webp","https://indoreinstituteoflaw.org/admission-process/","https://indoreinstituteoflaw.org/wp-content/uploads/2023/11/IIL_Logo.png",""
"indraprastha-university-common-entrance-test","IPU CET","Indraprastha University Common Entrance Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/e4/e462e45b84168ddd4b1d3373287b12e25dca0642d9d53f06c522b9b333ddf38f.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/e4/e462e45b84168ddd4b1d3373287b12e25dca0642d9d53f06c522b9b333ddf38f.webp",""
"iticat","ITICAT","Bihar Industrial Training Institute Competitive Admission Test (ITICAT)","official_source_reviewed","/exam-logos/official-v1/5381dd9ddc7a01c8b0667fef.webp","https://bcece.admissions.nic.in/","https://cdnbbsr.s3waas.gov.in/s3b5c01503041b70d41d80e3dbe31bbd8c/uploads/2022/03/2022031474.png",""
"ini-cet","INI-CET","Institute of National Importance Combined Entrance Test","official_source_reviewed","/exam-logos/official-v1/f9b12d45fa2829cd8282bff2.webp","https://aiimsexams.ac.in/","https://aiimsexams.ac.in/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Faiims_logo.37b13df2.webp&w=256&q=75",""
